Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Muscle Contraction (GO:0006936),-0.39774903970568465,-1.2371413629791141,0.17142857142857143,0.7745992941647857,1.0,14/85,8.71%,MYOM2;CHRNG;CASQ2;SCN4A;MYL11;MYH2;CHRND;FXYD1;OXTR;CHRNE;UTRN;SLC8A1;MYH11;CKMT2
prerank,Transcription Initiation At RNA Polymerase II Promoter (GO:0006367),-0.37694291317323003,-1.237138385408274,0.12307692307692308,0.7723987279881811,1.0,12/65,18.29%,TAF7L;MED26;MED21;TAF5;TAF13;ELOA;TAF7;ERCC3;MED27;CDK9;MED9;MED30
prerank,Mitotic Spindle Assembly (GO:0090307),0.3771078192820903,1.2362227817798221,0.13513513513513514,0.9288008402231033,1.0,9/44,15.36%,AURKB;TPX2;KIF4A;BIRC5;STAG2;CHEK2;RACGAP1;CDCA8;KIF2A
prerank,Late Endosome To Lysosome Transport (GO:1902774),0.5081929284563736,1.2353564766771006,0.28846153846153844,0.9275129186049218,1.0,1/15,0.98%,CHMP4C
prerank,Regulation Of Receptor Recycling (GO:0001919),0.49448640919600867,1.2351202697845418,0.2,0.9237339827784259,1.0,8/17,25.88%,BVES;SNCA;TRAT1;TBC1D16;OCRL;RAMP3;KIF16B;SCRIB
prerank,Negative Regulation Of Developmental Process (GO:0051093),-0.39126342980108514,-1.234786170597451,0.11428571428571428,0.7782816118436716,1.0,27/105,20.82%,NOS3;WNT11;RPS6KA6;KIAA0319;SRGAP2C;PPARG;KLF7;MAPT;HEY2;PRKN;HEY1;MUL1;SFMBT1;BCL7A;THY1;HOPX;ALPK2;BMP2;SPRY3;NFIB;TENT5C;ARID4A;BICRAL;ARPIN;ARID4B;ING2;SAP30L
prerank,Positive Regulation Of Monoatomic Ion Transport (GO:0043270),-0.4429604489920196,-1.234491143961229,0.11538461538461539,0.7771290494394052,1.0,14/38,23.79%,LILRA2;SCN5A;FFAR1;SCN3B;F2R;STIM2;ANK3;CCR1;GPD1L;DLG1;FHL1;KIF5B;MYLK;CCL5
prerank,Cardiac Muscle Cell Contraction (GO:0086003),-0.537753134846811,-1.2340069153505708,0.2765957446808511,0.7767652504586842,1.0,4/16,11.46%,SCN5A;SCN3B;KCNE2;PIK3CA
prerank,Positive Regulation Of Phospholipase C Activity (GO:0010863),-0.46400319235570164,-1.234006351781672,0.24074074074074073,0.7745833255978452,1.0,4/34,7.03%,FLT1;HRAS;C5AR1;ANG
prerank,Regulation Of Nuclear Division (GO:0051783),0.48624329940681243,1.2336913222804506,0.2653061224489796,0.9249272853078558,1.0,11/19,30.54%,OBSL1;PKMYT1;MKI67;PRMT5;CDCA2;RCC1;CCDC8;PDXP;CAV2;DAPK3;KIF20B
prerank,Regulation Of Cell Adhesion (GO:0030155),-0.3570477758014482,-1.2335854711512282,0.12903225806451613,0.7740846423175007,1.0,25/140,10.67%,VEGFA;AZU1;NUAK1;IL18;C2CD4B;CXCL8;LYN;IL12A;CDH13;ZFHX3;PLXNB3;ACVRL1;PODXL;FUT1;PLXND1;RND1;PPP3CA;ADAM22;LAMA2;CXCR4;RET;PLXNA2;SRC;DUSP1;ANGPT1
prerank,Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),-0.5205953597671241,-1.2335213631807966,0.21568627450980393,0.7720947757750558,1.0,7/25,6.23%,CDH18;CDH4;CDH8;CDH13;CDH2;CTNND1;CDH22
prerank,Adherens Junction Organization (GO:0034332),-0.45485659859475425,-1.2330127479487805,0.1935483870967742,0.7715198521223504,1.0,6/34,6.23%,CDH18;CDH4;CDH8;CDH13;CDH2;CDH22
prerank,Cell-Cell Junction Assembly (GO:0007043),-0.40830077681871046,-1.2325367608481745,0.1935483870967742,0.770690987406095,1.0,9/65,6.23%,CDH18;CDH4;EPB41L3;CDH8;GJB6;CDH13;CDH2;CTNND1;CDH22
prerank,Positive Regulation Of Heart Rate (GO:0010460),-0.5003065382419263,-1.2323091947998606,0.2391304347826087,0.7693253777195131,1.0,6/17,10.65%,EDN2;EDN3;ADRB1;ADM5;SCN3B;EDN1
prerank,Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902236),-0.5055384867116087,-1.2320079164835136,0.2,0.7684503290174234,1.0,4/15,9.30%,MAGEA3;LRRK2;HERPUD1;PRKN
prerank,Regulation Of Oligodendrocyte Differentiation (GO:0048713),-0.5308516109621316,-1.2315698686976968,0.25,0.7679767837433118,1.0,5/17,13.72%,IL34;SOX1;TMEM98;TENM4;DAAM2
prerank,Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098),-0.44492454711190255,-1.230984235398991,0.18518518518518517,0.768099229021332,1.0,10/32,10.29%,IL34;NOX4;DOK7;CSF1R;FCGR1A;PRNP;NCF1;CASS4;ACE;SRC
prerank,Regulation Of MAPK Cascade (GO:0043408),-0.34634470845592763,-1.230974101227551,0.06666666666666667,0.7660793851337698,1.0,25/190,10.52%,KDR;FLT1;BCAR3;ART4;AVPI1;HRAS;IL1B;FLT4;LYN;IGF1;DUSP2;ADRA2C;CSF1R;PELI2;ADRA2B;SPRED1;VRK2;DUSP5;PLCE1;IL11;GDF15;RET;DUSP8;TGFBR3;DUSP1
prerank,Macrophage Activation (GO:0042116),-0.46126112753005916,-1.2302077182245728,0.21153846153846154,0.7671899222845584,1.0,9/34,7.93%,AZU1;SLC11A1;EDN2;CD93;IFNGR1;IFNG;C5AR1;MAPT;ITGAM
prerank,Positive Regulation Of T Cell Migration (GO:2000406),0.4619910295983788,1.2298498376995985,0.175,0.9377081861275437,1.0,4/24,9.74%,CXCL13;CCR2;PYCARD;DOCK8
prerank,Dendritic Spine Organization (GO:0097061),0.46106477526715184,1.2294890833110717,0.23404255319148937,0.9347735104763092,1.0,6/24,9.01%,EPHB1;NOL3;EPHB3;CHRNA7;LGMN;ITGA3
prerank,Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),0.40985367929298855,1.2291695219195857,0.17307692307692307,0.9314271830316083,1.0,9/36,7.50%,CEACAM1;HLA-A;HLA-DRB1;HFE;CD1D;CD1E;KLRC1;HLA-G;LILRB1
prerank,Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),-0.47978309336895825,-1.2288089519031897,0.2,0.7701721241503241,1.0,10/26,23.53%,MARK1;NCS1;KIF26A;TBR1;FCGR2B;BRSK2;BRSK1;ZNF804A;FBXO7;CCDC88A
prerank,Regulation Of Protein Tyrosine Kinase Activity (GO:0061097),-0.44632037112373846,-1.2286411639783124,0.1836734693877551,0.7686103049643732,1.0,8/35,8.93%,IL34;NOX4;DOK7;CSF1R;FCGR1A;PRNP;CASS4;ACE
prerank,Negative Regulation Of Protein Catabolic Process (GO:0042177),0.39300220163078997,1.2282791568074738,0.2,0.9307021462488164,1.0,16/52,21.64%,PTPN3;ANXA2;SNCA;AZIN2;IRAK3;CTSA;PHF20L1;TIMP1;NQO1;TIMP2;PHB1;OPHN1;AGAP2;HMGCR;LAMP3;RIC1
prerank,Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145),0.48875432776223365,1.2270731720282306,0.18604651162790697,0.9322672590141269,1.0,5/21,14.50%,UBE2C;CDC20;CDC20B;ECRG4;ANAPC7
prerank,Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),-0.43767834945342177,-1.2266594575334973,0.2,0.773495780664812,1.0,11/44,12.43%,CLEC7A;THBS1;TYROBP;CDKN1A;AKR1C3;MAPT;ITGAM;ZC3H12A;GADD45A;PLCG2;PRKCD
prerank,Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),-0.5253178119340259,-1.2259673501739332,0.2826086956521739,0.7733233402614089,1.0,4/18,12.97%,MAGI2;CD33;CD300A;PPP1R15B
prerank,Glycosaminoglycan Metabolic Process (GO:0030203),0.44420327211769156,1.2255960680893538,0.16666666666666666,0.9334783551688685,1.0,10/27,24.89%,EXT2;GUSB;HS3ST3A1;HEXA;CLN6;UGDH;HYAL2;HS3ST1;GALNT5;HS3ST3B1
prerank,Regulation Of Autophagosome Assembly (GO:2000785),-0.42271469458902167,-1.2251097488151406,0.16071428571428573,0.7742884912820185,1.0,9/39,14.94%,NUPR1;RNF186;TMEM39A;LRRK2;SNX7;FEZ1;SMCR8;PIP4K2A;MOAP1
prerank,Regulation Of Interleukin-1 Beta Production (GO:0032651),-0.3931658414956446,-1.2246224768179168,0.16393442622950818,0.7737001130288411,1.0,13/81,5.80%,AZU1;CLEC7A;LILRA2;TYROBP;FFAR1;IGF1;CD33;APOA1;CASP8;RIPK2;FZD5;TNFAIP3;IFNG
prerank,B Cell Activation Involved In Immune Response (GO:0002312),-0.5238157233000387,-1.2245855473981924,0.1694915254237288,0.7718464484545806,1.0,5/15,11.25%,SANBR;EXOSC3;RNF168;EXOSC6;FCGR2B
prerank,Negative Regulation Of Wnt Signaling Pathway (GO:0030178),-0.3698740701207047,-1.2244735551748167,0.12121212121212122,0.7700851997605597,1.0,23/129,13.32%,FRZB;IGFBP2;WNT11;DKK4;DKK2;GLI3;HIC1;CXXC4;APC2;LATS2;TLE1;CCL14;CTNND1;NOTUM;KREMEN1;TCF7L2;PRKN;SOX13;TPBGL;AMFR;SIAH2;TSKU;DKK3
prerank,Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551),-0.4441242712927713,-1.2234025871809793,0.23076923076923078,0.7723377947652826,1.0,3/32,8.42%,FLT1;PIK3R1;PIK3R3
prerank,Positive Regulation Of mRNA Processing (GO:0050685),-0.47611878617130154,-1.2231908600113541,0.19607843137254902,0.7710769939740384,1.0,11/26,28.29%,CELF4;STH;PEX2;SNW1;DHX36;SF3B4;RBM3;PRDX6;RBMY1B;CELF3;CIRBP
prerank,Negative Regulation Of Hydrolase Activity (GO:0051346),-0.40908879575980395,-1.2230208836360628,0.11475409836065574,0.769468212699994,1.0,7/46,5.72%,HRAS;LRCH1;PLXNB3;LRRK2;CST7;FZD10;RASA4
prerank,Heart Development (GO:0007507),-0.36742024255648953,-1.2227470343374993,0.1232876712328767,0.768657035287869,1.0,22/158,10.10%,CXADR;VEGFA;PDLIM3;TGFB2;LDB3;NKX2-6;NDRG4;ACVRL1;SOX4;CASP8;ALPK3;MYL7;CDKN1A;DNAAF4;PDLIM1;TH;PLCE1;ID2;NDUFV2;TGFBR3;FGF8;MEF2D
prerank,Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),0.46201981124639846,1.2223037441077034,0.2127659574468085,0.9447271173008255,1.0,10/27,15.52%,SYT3;KCNB1;SYT5;RPH3A;RPH3AL;SYT13;SYT9;TRPV6;SYT17;SCAMP5
prerank,Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178),-0.3640742663896154,-1.2220791778151527,0.12280701754385964,0.7686914247854777,1.0,21/122,10.29%,ITGB5;MAGI2;MSTN;TGFB2;SMAD6;COL1A2;USP9Y;ACVRL1;APOA1;PPARG;ADAM9;INHBE;SMAD5;LTBP2;BAMBI;GDF15;ACVR1B;PSG4;TGFBR3;SMURF2;SRC
prerank,Monoatomic Ion Transport (GO:0006811),0.33878608780748154,1.2219309954849058,0.14285714285714285,0.9421800446481318,1.0,24/100,16.40%,CHRNA3;TRPM3;SLC26A7;CHRNA7;SLC1A1;SLC36A2;SLC24A4;SLC15A2;CNGB1;SLC1A7;SLC12A3;SLC8A2;SLC1A2;SLC26A11;CTNS;SLC39A1;SLC17A7;SLC12A5;SLC36A1;VDAC1;SLC4A2;GLRA1;PLP2;SLC12A7
prerank,Establishment Of Vesicle Localization (GO:0051650),0.48723065110600156,1.2213440490299214,0.19607843137254902,0.9404675429831832,1.0,10/17,29.90%,IKBKG;CDK5;SNAPIN;KIF5A;RAB11A;SYT11;RAB27A;TOR1A;TESK1;LIMK2
prerank,Chordate Embryonic Development (GO:0043009),-0.4094498976572995,-1.2209509510022218,0.10714285714285714,0.7704037780434405,1.0,5/56,2.28%,VEGFA;WNT11;COL1A1;SIX4;NKX2-6
prerank,Mitochondrion Organization (GO:0007005),-0.36346310065815896,-1.2202161079057818,0.14285714285714285,0.7712432766719162,1.0,22/158,12.78%,NOS3;CXADR;RAB5IF;GABPB1;COX7A2;AFG1L;ATP2A1;LRRK2;TERT;AGTPBP1;MTFP1;MYH7B;TMEM242;PRKN;SLC25A36;SUPV3L1;MIEF1;MUL1;HIGD1C;MTX3;RHOT2;MEF2A
prerank,Phosphatidylcholine Biosynthetic Process (GO:0006656),-0.48148515750513177,-1.2200242410702682,0.19642857142857142,0.7699243688460639,1.0,5/18,10.20%,SLC44A4;SLC44A5;APOA1;PCYT1B;CHKB
prerank,Mesonephric Tubule Development (GO:0072164),-0.5634070741023101,-1.2199681100205582,0.23529411764705882,0.7680752514864717,1.0,3/15,18.09%,WNT11;SLIT2;LHX1
prerank,Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567),-0.5344893682487759,-1.219534744327608,0.25,0.7676553648885084,1.0,7/18,19.94%,IGFBP2;IGF1;WNT1;IGFBP5;CDH3;INPPL1;IGFBP3
prerank,Regulation Of Smooth Muscle Contraction (GO:0006940),0.47360036443901193,1.218565583890998,0.16666666666666666,0.9477256825132561,1.0,6/18,19.06%,CHRNA3;CNN1;CTTN;SRF;CHRM3;SETD3
prerank,Regulation Of Chemokine Production (GO:0032642),0.39807994764949406,1.2178589997379685,0.21568627450980393,0.9461913544324418,1.0,12/39,15.17%,AIRE;FFAR2;EGR1;F2RL1;PYCARD;IL6R;LGALS9;TSLP;TLR2;LILRB4;TLR4;HMOX1
prerank,Regulation Of Notch Signaling Pathway (GO:0008593),-0.42160431826752653,-1.2175116888498319,0.19117647058823528,0.7731951788647586,1.0,9/67,11.47%,NOS3;TGFB2;TSPAN15;WNT1;CCNC;CD46;SRC;HEY1;YAP1
prerank,Neuron Projection Guidance (GO:0097485),0.3486479880246218,1.2171156396035638,0.06666666666666667,0.9454695036705578,1.0,36/116,15.94%,SEMA6B;EPHB1;NRCAM;DRAXIN;NFASC;EPHB3;VASP;KALRN;PLEKHG4B;EFNA5;SEMA3G;SIAH1;SEMA5A;EPHA4;ENAH;EFNA4;ROBO4;NOTCH1;EPHA10;NIBAN2;L1CAM;IGSF9;SEMA7A;TUBB3;ARHGEF40;CYFIP1;PTK2;SEMA5B;SEMA4G;SOS1;EFNB1;MYPN;KIF5A;LRTM1;SEMA4F;OPHN1
prerank,Macromolecule Modification (GO:0043412),0.3476291455808387,1.2160976461353177,0.13513513513513514,0.9453615599477236,1.0,27/79,26.03%,PHEX;USP6;ST6GAL2;NEDD8;FBXO22;ADPRH;ST6GAL1;PLAT;SLC35A1;GGCX;LOXL2;UBE2L6;RIPK3;ST8SIA4;ST3GAL2;NTAQ1;CHRM3;PARP4;TGM1;MANBA;CSNK1G3;STK38;UBA3;ICMT;PLOD2;MMP15;PARP1
prerank,Protein Methylation (GO:0006479),0.4283896862137557,1.215929916954234,0.20512820512820512,0.9416308577530185,1.0,15/33,28.99%,EEF1AKMT3;EEF1AKMT1;CSKMT;EEF1AKMT2;PRMT2;CARM1;PRMT5;TRMT112;PRMT1;SETD3;ICMT;FAM98B;PRMT8;CAMKMT;PRMT7
prerank,Negative Regulation Of Cell Population Proliferation (GO:0008285),-0.32637156856005745,-1.2157979240980752,0.07692307692307693,0.7770808756582925,1.0,49/364,10.38%,NOS3;FRZB;SCIN;IL26;NOX4;NUPR1;MAGI2;THBS1;MSTN;TGFB2;SMAD6;GATA6;MYO16;SLC16A2;HRAS;CLDN19;NUP62;IL1B;NDRG4;CXCL8;LYN;IL12A;CDH13;NUPR2;ACVRL1;CD33;PPP2R5C;SOX4;PPARG;GLMN;TNFAIP3;CDKN1A;IFNG;CGRRF1;ADAMTS1;KLF10;HSPA1B;ANG;FGFBP1;KLF11;RUNX3;HPN;ZBTB49;APOD;DLG5;INCA1;TGFBR3;SH2B3;CELF1
prerank,Endoplasmic Reticulum Tubular Network Organization (GO:0071786),0.4611175745369821,1.2153394567665794,0.21052631578947367,0.9399241598643208,1.0,2/16,6.87%,RTN3;RAB10
prerank,Metanephros Development (GO:0001656),0.4419602406807058,1.2152434905010001,0.16279069767441862,0.935887059167585,1.0,4/24,6.51%,WNT7B;BMP4;FOXD1;CTSH
prerank,Nervous System Development (GO:0007399),-0.32087620149555474,-1.2151692759394865,0.07575757575757576,0.7776243326254692,1.0,67/397,12.98%,NAV2;FARP1;VEGFA;POU3F2;ADGRF1;SCIN;SDHA;RPS6KA6;LDB2;ADGRV1;PAX8;IGF2BP1;PCDH1;ENC1;ZIC2;MBD5;MELTF;PCDHB13;FGF13;RBFOX3;VAX2;APC2;BOC;RNF103;MST1R;ZBTB16;NCKAP1;DSCAML1;LGI1;SOX4;CRMP1;CYP46A1;SH3GL3;RAPGEF5;FZD5;PLXND1;CDH2;NPAS1;DMBX1;FGF17;FGF14;DAGLB;POU6F2;RBFOX2;NINJ1;ADAM22;CXCR4;SEMA6A;HOXB2;FEZ1;ACVR1B;PRKN;PCDHB10;NDUFV2;SPOCK2;GFRA2;ADNP2;MAMDC2;PCDHB11;GMFB;ARTN;PCDHB9;NRSN1;JARID2;CABLES1;SH3GL2;SCRG1
prerank,Metaphase Plate Congression (GO:0051310),0.38628818350183863,1.2140230725425,0.13513513513513514,0.9372006609787217,1.0,12/51,15.24%,CENPE;CHMP4C;PSRC1;CENPF;KIF2C;CDCA5;KIF14;CCNB1;CDCA8;PDCD6IP;KIF18A;SPDL1
prerank,Actomyosin Structure Organization (GO:0031032),-0.39721030783694417,-1.213800428031359,0.15384615384615385,0.7802856899904863,1.0,15/74,10.93%,MYOM2;ITGB5;FLNC;EPB41L4A;SIX4;EPB41L3;PGM5;TNNT1;EPB41L2;PDLIM1;MYH7B;EPB41L5;MYH11;SRC;FHOD3
prerank,"Retrograde Protein Transport, ER To Cytosol (GO:0030970)",-0.5245458757060643,-1.2137752435237998,0.21153846153846154,0.7783855766830937,1.0,3/17,13.29%,RHBDD1;HERPUD1;FAF2
prerank,Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841),-0.47932834674897223,-1.213596903507279,0.19672131147540983,0.7769435456414137,1.0,3/22,0.85%,VEGFA;SEMA3C;SEMA3F
prerank,Positive Regulation Of Type I Interferon Production (GO:0032481),0.3628625061523214,1.2129149747838506,0.11904761904761904,0.9380004508026858,1.0,21/62,19.06%,IRF5;OAS2;GARIN5A;IRF7;TLR8;HSPD1;PQBP1;OAS1;TRAF3IP3;ISG15;TLR2;TLR4;POLR3G;POLR3B;XIAP;TRIM65;FLOT1;RIGI;RAB2B;MYD88;OAS3
prerank,Dendritic Cell Migration (GO:0036336),0.4486035348570014,1.21265560256288,0.24444444444444444,0.9346646386488603,1.0,5/18,10.55%,ASB2;CCR2;EPS8;CCR7;GPR183
prerank,Positive Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304),-0.5116810674536436,-1.2123952323787124,0.2857142857142857,0.7791127276983035,1.0,4/18,7.45%,IL26;TGFB2;LYN;SEMA4C
prerank,Regulation Of Tubulin Deacetylation (GO:0090043),-0.49363603210770457,-1.2123538168939607,0.30158730158730157,0.7772039100512699,1.0,6/17,18.17%,MAPT;TPPP;MBIP;EP300;PRKAA2;KAT14
prerank,Positive Regulation Of Cell Differentiation (GO:0045597),-0.32996830006585975,-1.2122255917017977,0.109375,0.7758544081948772,1.0,35/264,10.10%,KDR;FRZB;RBM24;COL1A1;PAX8;ZHX3;TGFB2;MSR1;DDR2;ADIRF;IL1B;IL18;EDN3;CD34;BOC;ZBTB16;ACVRL1;IGF1;SOX4;HOXA5;PPARG;ADRA2C;PLCB1;CRB2;ADRA2B;PPP3CA;LAMA2;BAMBI;KCTD11;ZC3H12A;RARRES2;SERPINF2;ID2;MEDAG;FGF8
prerank,Positive Regulation Of Actin Filament Polymerization (GO:0030838),0.4001010032857892,1.2115987706499034,0.13953488372093023,0.934610969438146,1.0,8/38,11.20%,VASP;HCK;NCK2;PYCARD;CARMIL1;CCR7;CTTN;CDC42EP1
prerank,Membrane Lipid Metabolic Process (GO:0006643),0.45723049274030914,1.211292716193681,0.20454545454545456,0.931951322076925,1.0,7/17,17.98%,GAL3ST1;CYP1B1;ALOX12B;ST6GALNAC4;SMPDL3B;AGMO;ARV1
prerank,Negative Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000378),-0.4976769662198214,-1.211088478254878,0.27586206896551724,0.7779837328607067,1.0,9/20,26.62%,SLC18A2;BRCA1;PRKN;PLIN5;MT3;PPARA;COA8;MMP3;PAGE4
prerank,Positive Regulation Of Synaptic Transmission (GO:0050806),0.37799142051112306,1.2108353378210852,0.2,0.9294506064784778,1.0,16/73,16.87%,NOL3;TSHZ3;CHRNA7;CCR2;LGMN;GRIN2D;NALCN;SLC8A2;RGS14;RIMS2;PLK2;GPER1;FOXM1;DLG4;NLGN2;FLOT1
prerank,SMAD Protein Signal Transduction (GO:0060395),-0.4348544343921015,-1.2107548406925044,0.17543859649122806,0.7772900645859493,1.0,7/47,9.06%,MAGI2;MSTN;TGFB2;SMAD6;INHBE;SMAD5;GDF15
prerank,Regulation Of Secretion (GO:0051046),-0.5208319290034784,-1.210546468425091,0.21875,0.7759505686665124,1.0,3/15,8.33%,SCIN;PTPRN2;CES1
prerank,Regulation Of Megakaryocyte Differentiation (GO:0045652),-0.47925049586988533,-1.209984433934277,0.22,0.7761463820410489,1.0,10/18,25.69%,SCIN;RBM15;ZNF16;FAXDC2;PF4;HMGB2;MYB;MTURN;PRMT6;TESC
prerank,Regulation Of Bone Resorption (GO:0045124),-0.4578865251127725,-1.2097650126431467,0.18181818181818182,0.7751007607730556,1.0,6/26,13.59%,DEF8;CSF1R;GPR137;TNFAIP3;SRC;ITGB3
prerank,Golgi To Vacuole Transport (GO:0006896),-0.5120432065435999,-1.2090675706498593,0.22413793103448276,0.7754781681441342,1.0,7/17,28.14%,VPS54;AP1G1;RBSN;AP3D1;SORT1;VPS52;VTI1A
prerank,Regulation Of Response To Biotic Stimulus (GO:0002831),-0.4615406866390922,-1.208962205887772,0.23076923076923078,0.7737708942992323,1.0,7/30,13.21%,ZMPSTE24;GATA6;CASP8;RNF135;FCGR2B;NFE2L2;PTPN22
prerank,Positive Regulation Of Cholesterol Transport (GO:0032376),-0.46179181036535755,-1.2080897619142597,0.16666666666666666,0.775637400040003,1.0,7/29,8.33%,ABCB4;APOA1;PPARG;ABCA8;ABCA5;NFKBIA;CES1
prerank,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),-0.3067104343885006,-1.2079182792553742,0.0759493670886076,0.7742452509613658,1.0,71/499,12.72%,KDR;FLT1;VEGFA;ROR2;AKR1C2;BCAR3;CLEC7A;IL26;WNT11;SPRY2;ADGRV1;NUPR1;THBS1;DCN;TGFB2;ART4;AVPI1;DDR2;HRAS;NUP62;IL1B;FLT4;IL18;LURAP1;CHI3L1;LYN;CDH13;HTR6;MST1R;PIK3AP1;TRAF6;KIAA0319;IGF1;GPR61;CASP8;RIPK2;PPARG;ADRA2C;REL;PELI2;AKR1C3;NEDD4;ADRA2B;PDGFD;LARS1;NCF1;PLCE1;CASS4;TCF7L2;IL11;GDF15;FRMD6;PRKN;RET;DLG5;SRC;TBK1;TLR3;ANGPT1;PELI1;GPR62;TERF2IP;MUL1;PIK3CA;BCL10;PLCG2;F2R;GPR89A;NOD1;DOK6;P2RY12
prerank,Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339),-0.433301628625657,-1.2075649324231301,0.22580645161290322,0.7737788061479658,1.0,14/37,17.27%,CDH18;CDH4;CDH8;PCDHB13;CDH13;CDH2;CDH22;PCDHGC3;PCDHB10;PCDHB11;PCDHB9;CDH3;CDH11;PCDHB3
prerank,Axonogenesis (GO:0007409),0.3211691057031872,1.2068790652939037,0.02857142857142857,0.9424225964149918,1.0,38/175,11.90%,SLITRK2;SEMA6B;EPHB1;S100B;NRCAM;DRAXIN;NFASC;EPHB3;VASP;KALRN;PLEKHG4B;MAP1A;EFNA5;SEMA3G;SIAH1;SEMA5A;EPHA4;ENAH;CDK5;RAB10;EFNA4;ROBO4;NOTCH1;EPHA10;NIBAN2;POU4F1;L1CAM;SHTN1;IGSF9;SEMA7A;TUBB3;ARHGEF40;CYFIP1;PTK2;TRIM46;SEMA5B;SEMA4G;S100A6
prerank,Stress-Activated MAPK Cascade (GO:0051403),0.38177562228095596,1.2068637095159633,0.14285714285714285,0.9382125892161852,1.0,10/42,15.54%,MAPK8;TNFRSF19;MAP3K7;MAPK11;SH2D3C;LGALS9;MAP3K13;TRIB1;DAXX;IKBKB
prerank,Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336),0.4289480244902487,1.2068166906559958,0.16666666666666666,0.934173550130551,1.0,2/22,1.52%,ELOVL7;DGAT2
prerank,Natural Killer Cell Mediated Cytotoxicity (GO:0042267),-0.48680886064305634,-1.206459379720479,0.21052631578947367,0.7760387748208859,1.0,14/24,30.99%,KIR3DL1;ULBP1;LYST;SLAMF7;GZMB;CEBPG;ULBP2;VAMP7;KIF5B;ULBP3;CD2;MICA;FCGR3A;VAMP2
prerank,Regulation Of p38MAPK Cascade (GO:1900744),-0.4677774681627662,-1.2061799854465687,0.1724137931034483,0.7750114917160927,1.0,13/36,17.28%,VEGFA;IL1B;PER1;GADD45G;NCF1;ZC3H12A;DUSP1;GADD45A;PTPN22;RELL1;BMP2;PHLPP1;DLG1
prerank,Circulatory System Development (GO:0072359),-0.3710289602130972,-1.2054048567893452,0.1388888888888889,0.7761426171119756,1.0,25/124,15.25%,CXADR;PDLIM3;TGFB2;LDB3;FLT4;ACVRL1;SOX4;CASP8;ALPK3;CDKN1A;DNAAF4;CRB2;PDLIM1;HEY2;TH;PLCE1;ID2;HEY1;PIK3CA;MEF2A;APELA;HSPG2;CDKN1B;BORCS8-MEF2B;BMP2
prerank,Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121),0.4602512127597023,1.205324915286568,0.17391304347826086,0.9371536110206755,1.0,7/19,15.57%,TLR5;IRF7;CD36;IRAK3;TLR2;GPR108;SMPDL3B
prerank,Regulation Of Wnt Signaling Pathway (GO:0030111),-0.37636978902082735,-1.2052396020492224,0.12121212121212122,0.7749179568501529,1.0,15/99,9.98%,FRZB;AMER3;DKK4;HIC1;CXXC4;TLE1;LRRK2;FZD7;TERT;TNFAIP3;DEPDC1B;NOTUM;KREMEN1;PRKN;CTNND2
prerank,Regulation Of Catecholamine Secretion (GO:0050433),0.436175290156897,1.204313951471696,0.1794871794871795,0.9369591948910032,1.0,9/26,16.61%,SYT3;KCNB1;SYT5;FGF20;SNCA;SYT13;SYT9;SYT17;KCNA2
prerank,Regulation Of Telomerase Activity (GO:0051972),0.3829476758543733,1.204264694099239,0.16279069767441862,0.9329371399689772,1.0,4/44,2.92%,PARM1;MYC;AURKB;KLF4
prerank,Peptidyl-Tyrosine Dephosphorylation (GO:0035335),0.4517849317592303,1.2041030023609296,0.2692307692307692,0.9296011178452118,1.0,6/28,8.85%,PTPRF;PTPN2;PTPRB;PTPN13;PTPN6;DUSP7
prerank,Positive Regulation Of Interferon-Beta Production (GO:0032728),0.3853798947944262,1.2037788982784567,0.14583333333333334,0.927157527437772,1.0,15/36,21.12%,IRF5;OAS2;IRF7;TLR8;OAS1;ISG15;TLR2;TLR4;POLR3G;POLR3B;TRIM65;FLOT1;RIGI;OAS3;STING1
